repetition,apk,config,num_flows,time,aliasalgo,aplength,callbackanalyzer,codeelimination,cgalgo,dataflowsolver,implicit,maxcallbackspercomponent,maxcallbacksdepth,pathalgo,staticmode,taintwrapper,aliasflowins,nocallbacks,noexceptions,nothischainreduction,onesourceatatime,onecomponentatatime,pathspecificresults,enablereflection,singlejoinpointabstraction,complete,incomplete
1,com.bitstrips.imoji.apk,config_FlowDroid_23.xml,0,7262810.161,PTSBASED,1,FAST,NONE,AUTO,CONTEXTFLOWSENSITIVE,NONE,90,50,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_24.xml,0,3798213.472,LAZY,2,DEFAULT,PROPAGATECONSTS,VTA,FLOWINSENSITIVE,ARRAYONLY,100,50,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_25.xml,0,677925.8425,NONE,3,FAST,NONE,CHA,FLOWINSENSITIVE,NONE,110,50,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_26.xml,6,1246568.785,FLOWSENSITIVE,4,DEFAULT,NONE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,120,50,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_27.xml,0,7337750.468,PTSBASED,5,FAST,REMOVECODE,GEOM,FLOWINSENSITIVE,ALL,150,50,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_28.xml,0,1162757.904,NONE,7,FAST,REMOVECODE,AUTO,FLOWINSENSITIVE,ARRAYONLY,200,50,CONTEXTSENSITIVE,NONE,EASY,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_29.xml,29,1639174.293,FLOWSENSITIVE,10,FAST,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,ALL,600,50,CONTEXTSENSITIVE,NONE,EASY,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_3.xml,0,7229551.376,NONE,5,FAST,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,ALL,90,0,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_30.xml,40,3191814.189,PTSBASED,20,FAST,NONE,SPARK,CONTEXTFLOWSENSITIVE,NONE,1,80,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_31.xml,0,247282.4309,LAZY,1,DEFAULT,PROPAGATECONSTS,GEOM,FLOWINSENSITIVE,ARRAYONLY,50,80,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_32.xml,0,80417.20178,NONE,2,DEFAULT,REMOVECODE,AUTO,FLOWINSENSITIVE,ALL,80,80,SOURCESONLY,NONE,DEFAULT,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_33.xml,0,689693.2914,FLOWSENSITIVE,3,DEFAULT,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,ARRAYONLY,90,80,SOURCESONLY,NONE,DEFAULTFALLBACK,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_34.xml,0,2170850.499,PTSBASED,4,FAST,NONE,CHA,FLOWINSENSITIVE,ALL,100,80,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,EASY,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_35.xml,0,183577.7144,LAZY,5,FAST,NONE,VTA,CONTEXTFLOWSENSITIVE,ARRAYONLY,110,80,CONTEXTINSENSITIVE,NONE,EASY,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_36.xml,0,124994.246,NONE,7,FAST,REMOVECODE,VTA,FLOWINSENSITIVE,ALL,120,80,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,NONE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_37.xml,0,7244083.924,FLOWSENSITIVE,10,DEFAULT,REMOVECODE,CHA,FLOWINSENSITIVE,NONE,150,80,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_38.xml,0,418852.3383,LAZY,20,DEFAULT,PROPAGATECONSTS,VTA,CONTEXTFLOWSENSITIVE,ALL,200,80,SOURCESONLY,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_39.xml,0,4522986.285,PTSBASED,1,DEFAULT,PROPAGATECONSTS,CHA,CONTEXTFLOWSENSITIVE,NONE,600,80,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_4.xml,0,7245041.013,FLOWSENSITIVE,7,FAST,NONE,GEOM,CONTEXTFLOWSENSITIVE,NONE,100,0,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_40.xml,0,2302435.916,LAZY,3,DEFAULT,NONE,GEOM,CONTEXTFLOWSENSITIVE,NONE,1,90,SOURCESONLY,NONE,NONE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_41.xml,0,340337.2977,NONE,4,FAST,REMOVECODE,AUTO,FLOWINSENSITIVE,ARRAYONLY,50,90,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,EASY,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_42.xml,0,257852.2122,FLOWSENSITIVE,5,FAST,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,ALL,80,90,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_43.xml,6,169445.0295,PTSBASED,7,DEFAULT,REMOVECODE,SPARK,CONTEXTFLOWSENSITIVE,NONE,90,90,SOURCESONLY,NONE,DEFAULTFALLBACK,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_44.xml,0,638916.5181,FLOWSENSITIVE,10,DEFAULT,NONE,GEOM,FLOWINSENSITIVE,NONE,100,90,CONTEXTINSENSITIVE,NONE,DEFAULT,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_45.xml,0,321255.5745,PTSBASED,20,FAST,REMOVECODE,AUTO,CONTEXTFLOWSENSITIVE,ARRAYONLY,110,90,SOURCESONLY,NONE,DEFAULT,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_46.xml,0,508752.6072,NONE,1,FAST,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,NONE,120,90,SOURCESONLY,CONTEXTFLOWSENSITIVE,EASY,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_47.xml,0,5379935.642,NONE,2,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,150,90,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_48.xml,0,171238.0805,FLOWSENSITIVE,3,FAST,PROPAGATECONSTS,GEOM,FLOWINSENSITIVE,ALL,200,90,SOURCESONLY,NONE,DEFAULT,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_49.xml,0,265125.3769,NONE,4,FAST,REMOVECODE,VTA,FLOWINSENSITIVE,ARRAYONLY,600,90,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_5.xml,100,4537040.723,PTSBASED,10,FAST,PROPAGATECONSTS,AUTO,FLOWINSENSITIVE,ARRAYONLY,110,0,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_50.xml,0,1614925.301,PTSBASED,5,DEFAULT,NONE,AUTO,CONTEXTFLOWSENSITIVE,NONE,1,100,SOURCESONLY,CONTEXTFLOWSENSITIVE,NONE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_51.xml,0,154401.7015,LAZY,7,FAST,REMOVECODE,CHA,FLOWINSENSITIVE,ARRAYONLY,50,100,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_52.xml,0,130137.9312,NONE,10,FAST,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,ALL,80,100,CONTEXTINSENSITIVE,NONE,DEFAULTFALLBACK,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_53.xml,0,7232092.285,FLOWSENSITIVE,20,DEFAULT,NONE,GEOM,FLOWINSENSITIVE,ARRAYONLY,90,100,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,EASY,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_54.xml,0,181103.4357,LAZY,1,DEFAULT,PROPAGATECONSTS,RTA,FLOWINSENSITIVE,ARRAYONLY,100,100,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_55.xml,0,258216.5295,NONE,2,FAST,REMOVECODE,VTA,CONTEXTFLOWSENSITIVE,NONE,110,100,SOURCESONLY,CONTEXTFLOWSENSITIVE,EASY,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_56.xml,0,1127682.903,PTSBASED,3,DEFAULT,NONE,AUTO,FLOWINSENSITIVE,NONE,120,100,SOURCESONLY,CONTEXTFLOWSENSITIVE,NONE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_57.xml,0,6953995.617,PTSBASED,4,DEFAULT,NONE,RTA,CONTEXTFLOWSENSITIVE,ALL,150,100,SOURCESONLY,CONTEXTFLOWINSENSITIVE,EASY,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_58.xml,0,7247528.255,FLOWSENSITIVE,5,FAST,PROPAGATECONSTS,SPARK,FLOWINSENSITIVE,NONE,200,100,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_59.xml,0,7229386.078,NONE,7,FAST,NONE,GEOM,FLOWINSENSITIVE,ARRAYONLY,600,100,CONTEXTSENSITIVE,NONE,NONE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_6.xml,0,556885.5493,LAZY,20,DEFAULT,REMOVECODE,CHA,CONTEXTFLOWSENSITIVE,NONE,120,0,SOURCESONLY,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_60.xml,0,2217300.892,PTSBASED,10,DEFAULT,NONE,VTA,CONTEXTFLOWSENSITIVE,NONE,1,110,SOURCESONLY,CONTEXTFLOWSENSITIVE,NONE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_61.xml,0,252162.2265,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_62.xml,0,197117.7423,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_63.xml,0,7235659.759,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_64.xml,4,411077.3985,NONE,3,DEFAULT,PROPAGATECONSTS,AUTO,CONTEXTFLOWSENSITIVE,ALL,100,110,CONTEXTSENSITIVE,NONE,DEFAULT,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_65.xml,1,938040.8576,NONE,4,FAST,REMOVECODE,GEOM,CONTEXTFLOWSENSITIVE,ALL,110,110,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_66.xml,0,7237444.398,PTSBASED,5,DEFAULT,REMOVECODE,CHA,FLOWINSENSITIVE,ARRAYONLY,120,110,SOURCESONLY,NONE,DEFAULT,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_67.xml,0,96290.32421,LAZY,7,DEFAULT,NONE,RTA,CONTEXTFLOWSENSITIVE,ARRAYONLY,150,110,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_68.xml,0,93377.03236,FLOWSENSITIVE,10,FAST,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,NONE,200,110,CONTEXTSENSITIVE,NONE,EASY,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_69.xml,0,2511394.287,PTSBASED,20,FAST,PROPAGATECONSTS,AUTO,CONTEXTFLOWSENSITIVE,ALL,600,110,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_7.xml,0,1660168.798,NONE,1,DEFAULT,NONE,VTA,FLOWINSENSITIVE,ARRAYONLY,150,0,CONTEXTSENSITIVE,NONE,EASY,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_70.xml,0,4915423.197,PTSBASED,1,DEFAULT,NONE,CHA,CONTEXTFLOWSENSITIVE,NONE,1,120,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_71.xml,0,272666.5573,LAZY,2,FAST,REMOVECODE,VTA,FLOWINSENSITIVE,ARRAYONLY,50,120,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_72.xml,0,5445977.82,NONE,3,DEFAULT,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,ALL,80,120,CONTEXTINSENSITIVE,NONE,EASY,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_73.xml,0,255851.3662,FLOWSENSITIVE,4,DEFAULT,REMOVECODE,SPARK,FLOWINSENSITIVE,ALL,90,120,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_74.xml,0,7238139.431,FLOWSENSITIVE,5,DEFAULT,PROPAGATECONSTS,GEOM,FLOWINSENSITIVE,NONE,100,120,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULT,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_75.xml,0,684226.1293,FLOWSENSITIVE,7,DEFAULT,REMOVECODE,AUTO,FLOWINSENSITIVE,NONE,110,120,CONTEXTSENSITIVE,NONE,EASY,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_76.xml,0,296782.4065,NONE,10,DEFAULT,NONE,GEOM,FLOWINSENSITIVE,NONE,120,120,CONTEXTSENSITIVE,NONE,EASY,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_77.xml,0,7236933.64,PTSBASED,20,DEFAULT,REMOVECODE,SPARK,FLOWINSENSITIVE,ARRAYONLY,150,120,SOURCESONLY,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_78.xml,0,388281.1587,NONE,1,DEFAULT,REMOVECODE,RTA,FLOWINSENSITIVE,ALL,200,120,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_79.xml,0,2072974.68,PTSBASED,2,FAST,NONE,CHA,FLOWINSENSITIVE,ARRAYONLY,600,120,CONTEXTINSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_8.xml,0,371825.3431,PTSBASED,2,DEFAULT,NONE,RTA,CONTEXTFLOWSENSITIVE,ALL,200,0,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,NONE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_80.xml,0,1092095.675,PTSBASED,3,DEFAULT,NONE,CHA,CONTEXTFLOWSENSITIVE,NONE,1,150,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_81.xml,0,113202.2053,LAZY,4,FAST,REMOVECODE,VTA,FLOWINSENSITIVE,ARRAYONLY,50,150,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_82.xml,0,7234759.761,NONE,5,FAST,PROPAGATECONSTS,RTA,CONTEXTFLOWSENSITIVE,ALL,80,150,CONTEXTINSENSITIVE,NONE,EASY,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_83.xml,0,7229611.718,FLOWSENSITIVE,7,DEFAULT,PROPAGATECONSTS,SPARK,CONTEXTFLOWSENSITIVE,ALL,90,150,CONTEXTINSENSITIVE,NONE,DEFAULT,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_84.xml,0,827223.9745,PTSBASED,10,DEFAULT,PROPAGATECONSTS,GEOM,CONTEXTFLOWSENSITIVE,ALL,100,150,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,NONE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_85.xml,0,343700.4904,FLOWSENSITIVE,20,DEFAULT,NONE,AUTO,FLOWINSENSITIVE,ALL,110,150,CONTEXTSENSITIVE,NONE,NONE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_86.xml,0,7242635.976,NONE,1,FAST,REMOVECODE,GEOM,FLOWINSENSITIVE,ARRAYONLY,120,150,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,EASY,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_87.xml,0,7232208.194,FLOWSENSITIVE,2,FAST,REMOVECODE,AUTO,CONTEXTFLOWSENSITIVE,NONE,150,150,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_88.xml,0,764461.9134,LAZY,1,DEFAULT,REMOVECODE,SPARK,CONTEXTFLOWSENSITIVE,ARRAYONLY,200,150,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_89.xml,0,1961335.973,LAZY,20,DEFAULT,NONE,CHA,FLOWINSENSITIVE,NONE,600,150,SOURCESONLY,CONTEXTFLOWINSENSITIVE,DEFAULT,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_9.xml,0,7221583.247,LAZY,3,FAST,REMOVECODE,SPARK,FLOWINSENSITIVE,ARRAYONLY,600,0,CONTEXTINSENSITIVE,CONTEXTFLOWSENSITIVE,EASY,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_90.xml,0,1892247.648,PTSBASED,3,DEFAULT,NONE,CHA,CONTEXTFLOWSENSITIVE,NONE,1,200,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_91.xml,0,204217.8195,LAZY,4,FAST,REMOVECODE,VTA,FLOWINSENSITIVE,ARRAYONLY,50,200,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,NONE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_92.xml,0,591601.5092,NONE,5,FAST,PROPAGATECONSTS,RTA,FLOWINSENSITIVE,ALL,80,200,CONTEXTINSENSITIVE,NONE,EASY,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0
1,com.bitstrips.imoji.apk,config_FlowDroid_93.xml,0,7257694.298,FLOWSENSITIVE,7,FAST,NONE,SPARK,FLOWINSENSITIVE,ARRAYONLY,90,200,SOURCESONLY,CONTEXTFLOWSENSITIVE,DEFAULT,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,-1
1,com.bitstrips.imoji.apk,config_FlowDroid_94.xml,0,638573.933,FLOWSENSITIVE,10,FAST,PROPAGATECONSTS,GEOM,FLOWINSENSITIVE,ALL,100,200,CONTEXTSENSITIVE,CONTEXTFLOWSENSITIVE,DEFAULTFALLBACK,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0
