apk,config,config_number,num_flows,time,aliasalgo,aplength,callbackanalyzer,codeelimination,cgalgo,dataflowsolver,implicit,maxcallbackspercomponent,maxcallbacksdepth,pathalgo,staticmode,taintwrapper,aliasflowins,nocallbacks,noexceptions,nothischainreduction,onesourceatatime,onecomponentatatime,pathspecificresults,enablereflection,singlejoinpointabstraction
eu.kanade.tachiyomi_41.apk,config_FlowDroid_60.xml,60,0,3848774.591,PTSBASED,10,DEFAULT,NONE,VTA,CONTEXTFLOWSENSITIVE,NONE,1,110,SOURCESONLY,CONTEXTFLOWSENSITIVE,NONE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
net.osmand.plus_355.apk,config_FlowDroid_60.xml,60,0,4541274.894,PTSBASED,10,DEFAULT,NONE,VTA,CONTEXTFLOWSENSITIVE,NONE,1,110,SOURCESONLY,CONTEXTFLOWSENSITIVE,NONE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
org.ninthfloor.copperpdf_4.apk,config_FlowDroid_61.xml,61,0,38948.44157,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_FlowDroid_61.xml,61,0,40963.1896,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
org.jsl.wfwt_14.apk,config_FlowDroid_61.xml,61,0,64573.24188,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
net.tedstein.AndroSS_17.apk,config_FlowDroid_61.xml,61,0,38090.36732,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
org.tuxpaint_923.apk,config_FlowDroid_61.xml,61,0,76359.20225,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
ru.henridellal.dialer_10.apk,config_FlowDroid_61.xml,61,0,46202.41763,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
jackpal.androidterm_72.apk,config_FlowDroid_61.xml,61,0,66892.26395,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
eu.polarclock_10.apk,config_FlowDroid_61.xml,61,0,36770.14364,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
org.dyndns.sven_ola.debian_kit_6.apk,config_FlowDroid_61.xml,61,0,40682.133,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_61.xml,61,0,45298.53263,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
org.dnaq.dialer2_17.apk,config_FlowDroid_61.xml,61,0,33789.37706,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
com.miqote.shanawp_10.apk,config_FlowDroid_61.xml,61,0,30533.22198,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
anupam.acrylic_17.apk,config_FlowDroid_61.xml,61,0,42740.44985,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
daniel_32.flexiblewallpaper_2.apk,config_FlowDroid_61.xml,61,0,27729.04771,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
net.khertan.forrunners_101030.apk,config_FlowDroid_61.xml,61,0,50381.70944,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
io.github.alketii.mightyknight_1.apk,config_FlowDroid_61.xml,61,0,73411.38318,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
pt.isec.tp.am_4.apk,config_FlowDroid_61.xml,61,0,49779.11286,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
com.materialos.cm.theme_5.apk,config_FlowDroid_61.xml,61,0,32134.11058,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
com.gitlab.ardash.appleflinger.android_1005006.apk,config_FlowDroid_61.xml,61,0,120504.1308,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
org.jfedor.frozenbubble_54.apk,config_FlowDroid_61.xml,61,0,92475.10222,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_FlowDroid_61.xml,61,0,133198.0755,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
net.zygotelabs.locker_11.apk,config_FlowDroid_61.xml,61,0,41518.97518,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
trikita.talalarmo_19.apk,config_FlowDroid_61.xml,61,0,389167.4001,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
com.nutomic.ensichat_17.apk,config_FlowDroid_61.xml,61,0,407030.6628,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
nya.miku.wishmaster_54.apk,config_FlowDroid_61.xml,61,0,199774.4988,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
io.github.lonamiwebs.klooni_820.apk,config_FlowDroid_61.xml,61,0,135727.8454,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
protect.budgetwatch_29.apk,config_FlowDroid_61.xml,61,0,289950.2478,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
net.osmand.plus_355.apk,config_FlowDroid_61.xml,61,0,1286201.586,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
eu.kanade.tachiyomi_41.apk,config_FlowDroid_61.xml,61,0,2520704.747,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
com.angrydoughnuts.android.alarmclock_15.apk,config_FlowDroid_61.xml,61,0,7209285.735,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
com.notriddle.budget_44.apk,config_FlowDroid_61.xml,61,0,4630481.436,LAZY,20,FAST,REMOVECODE,RTA,FLOWINSENSITIVE,ARRAYONLY,50,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,DEFAULTFALLBACK,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
trikita.talalarmo_19.apk,config_FlowDroid_62.xml,62,0,49857.23757,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
net.tedstein.AndroSS_17.apk,config_FlowDroid_62.xml,62,0,29605.06758,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
uk.co.yahoo.p1rpp.calendartrigger_7.apk,config_FlowDroid_62.xml,62,0,33991.57579,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
org.jsl.wfwt_14.apk,config_FlowDroid_62.xml,62,0,44763.19988,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_62.xml,62,0,34905.47663,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
com.notriddle.budget_44.apk,config_FlowDroid_62.xml,62,0,35552.67991,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
org.ninthfloor.copperpdf_4.apk,config_FlowDroid_62.xml,62,0,27159.97961,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
eu.polarclock_10.apk,config_FlowDroid_62.xml,62,0,28583.73688,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
com.angrydoughnuts.android.alarmclock_15.apk,config_FlowDroid_62.xml,62,0,49534.84901,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
ru.henridellal.dialer_10.apk,config_FlowDroid_62.xml,62,0,35228.0851,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
org.dnaq.dialer2_17.apk,config_FlowDroid_62.xml,62,15,37343.75058,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
anupam.acrylic_17.apk,config_FlowDroid_62.xml,62,0,34515.27642,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
com.miqote.shanawp_10.apk,config_FlowDroid_62.xml,62,0,32722.35249,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
org.tuxpaint_923.apk,config_FlowDroid_62.xml,62,0,62141.41552,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
daniel_32.flexiblewallpaper_2.apk,config_FlowDroid_62.xml,62,0,28285.3815,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
jackpal.androidterm_72.apk,config_FlowDroid_62.xml,62,0,47246.54834,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
org.dyndns.sven_ola.debian_kit_6.apk,config_FlowDroid_62.xml,62,0,31271.4349,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
net.khertan.forrunners_101030.apk,config_FlowDroid_62.xml,62,0,50500.09471,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
com.materialos.cm.theme_5.apk,config_FlowDroid_62.xml,62,0,23947.42076,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
pt.isec.tp.am_4.apk,config_FlowDroid_62.xml,62,0,38006.47477,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
net.zygotelabs.locker_11.apk,config_FlowDroid_62.xml,62,0,44083.9073,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
io.github.alketii.mightyknight_1.apk,config_FlowDroid_62.xml,62,0,56990.99575,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
org.jfedor.frozenbubble_54.apk,config_FlowDroid_62.xml,62,0,72110.90974,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
com.nutomic.ensichat_17.apk,config_FlowDroid_62.xml,62,0,179810.5968,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
com.gitlab.ardash.appleflinger.android_1005006.apk,config_FlowDroid_62.xml,62,0,120795.6307,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
io.github.lonamiwebs.klooni_820.apk,config_FlowDroid_62.xml,62,0,133136.3234,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
org.zamedev.gloomydungeons2.opensource_1602221800.apk,config_FlowDroid_62.xml,62,0,117153.2313,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
nya.miku.wishmaster_54.apk,config_FlowDroid_62.xml,62,0,197791.3331,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
net.osmand.plus_355.apk,config_FlowDroid_62.xml,62,0,421065.2906,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
eu.kanade.tachiyomi_41.apk,config_FlowDroid_62.xml,62,0,299605.8135,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
protect.budgetwatch_29.apk,config_FlowDroid_62.xml,62,0,129505.4473,NONE,1,FAST,PROPAGATECONSTS,CHA,FLOWINSENSITIVE,ALL,80,110,CONTEXTINSENSITIVE,NONE,NONE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
org.ninthfloor.copperpdf_4.apk,config_FlowDroid_63.xml,63,0,46837.28691,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
net.tedstein.AndroSS_17.apk,config_FlowDroid_63.xml,63,0,52627.95263,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
org.jsl.wfwt_14.apk,config_FlowDroid_63.xml,63,0,70313.57262,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
trikita.talalarmo_19.apk,config_FlowDroid_63.xml,63,0,173489.8336,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
org.tuxpaint_923.apk,config_FlowDroid_63.xml,63,0,92987.80444,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
com.github.yeriomin.workoutlog_2.apk,config_FlowDroid_63.xml,63,0,124680.0898,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
anupam.acrylic_17.apk,config_FlowDroid_63.xml,63,0,52105.3348,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
eu.polarclock_10.apk,config_FlowDroid_63.xml,63,0,45313.9784,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
com.miqote.shanawp_10.apk,config_FlowDroid_63.xml,63,0,45193.71745,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
net.zygotelabs.locker_11.apk,config_FlowDroid_63.xml,63,0,49094.87446,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
io.github.lonamiwebs.klooni_820.apk,config_FlowDroid_63.xml,63,0,78804.77066,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
org.dnaq.dialer2_17.apk,config_FlowDroid_63.xml,63,13,181353.0595,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
org.dyndns.sven_ola.debian_kit_6.apk,config_FlowDroid_63.xml,63,0,48623.98242,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
io.github.alketii.mightyknight_1.apk,config_FlowDroid_63.xml,63,0,83053.99327,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
com.notriddle.budget_44.apk,config_FlowDroid_63.xml,63,0,136336.3112,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
daniel_32.flexiblewallpaper_2.apk,config_FlowDroid_63.xml,63,0,43292.31018,FLOWSENSITIVE,2,DEFAULT,NONE,SPARK,FLOWINSENSITIVE,NONE,90,110,CONTEXTSENSITIVE,CONTEXTFLOWINSENSITIVE,EASY,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
